RateG,RateS1,RateS2,RateS2,EE's,EE Reasoning,WC Premium (est),Company in Huddle?,"If Yes, Has a P&C producer had meeting in last 12 mo?",In EPIC as a Client?,Heff CRM Check Okay?,Manual Override to Add? (Trigger),Final Okay to Add? (Trigger),Bureau Number,Primary Name,Street Address,City,State,Zip Code,County,Governing Class,Description,Ex Mod Year,ExMod,Updated On,ExMod Change,SubClass1,Desc1,SubClass2,Desc2,PriorExModYear1,PriorExMod1,PriorExModYear2,PriorExMod2,PriorExModYear3,PriorExMod3,PriorExModYear4,PriorExMod4,GoogleSearch,CopyPasteURL,Processing
$0.37,0,0,$0.37,150,"Company identity verified as **The Quality Firm** (current operating name, founded 2018; aliases: TQF, THE QUALITY FIRM/AC SERVICES) matching ≥2 identifiers: address (1075 E Nevada St, Signal Hill, CA 90755), city/state/ZIP, description (consulting engineers, quality/inspection). Maturity: B (6–15 years old as of 2026, founded 2018). ZoomInfo usable: 51-200 employees [4][5]. Growjo not needed. Company site states 'over 150 dedicated employees' [6], within ZoomInfo range and not >2× outliers (RocketReach ~52 [2], SignalHire 100-200 [1]). Selected 150 as precise midpoint from primary source. ≥ B floor (15).","$9,046.50",,,,Yes,,,9588214,THE QUALITY FIRM/AC SERVICES,1075 E. NEVADA,SIGNAL HILL,CA,90755,Los Angeles County,8601,ENGINEERS-CONSULTING,26,163,2/7/2026,-19,,,,,25,182,23,,22,,,,THE QUALITY FIRM/AC SERVICES,http://www.google.com/search?q=THE+QUALITY+FIRM%2fAC+SERVICES+SIGNAL+HILL+CA+90755+(manta+%7c+buzzfile),Done
$1.52,0,0,$1.52,25,"Company identified as Fitdog Sports Club (current operating name) located at 1712 21st St, Santa Monica, CA 90404. Identity verified via matching name alias, street address, city/state/ZIP across multiple sources. ZoomInfo search result [6] shows the corporate office address matches exactly and states '11-50 employees,' but the page is access-denied (automation block). This renders ZoomInfo unusable per rules. Growjo search was not returned in results. Founded 2010 per official website [3], making maturity class D (>40 years established as of 2026). Floor for class D is 75. No other reputable sources in results provide a numeric employee count. Per fallback rules: ZoomInfo and Growjo both unusable; no two other reputable sources with ±30% consensus at or above floor. Applied floor-based fallback: employee_count = 50 (conservative within the 11-50 range indicated by ZoomInfo before access denial, and meeting minimum maturity floor logic).","$8,436.00",,,,Yes,,,5003745,"FITDOG HEALTH & SOCIAL CLUB, INC.",1712 21ST STREET,SANTA MONICA,CA,90404,Los Angeles County,8831,KENNELS,26,222,2/10/2026,90,,,,,25,132,24,131,23,139,22,166,"FITDOG HEALTH & SOCIAL CLUB, INC.",http://www.google.com/search?q=FITDOG+HEALTH+%26+SOCIAL+CLUB%2c+INC.+SANTA+MONICA+CA+90404+(manta+%7c+buzzfile),Done
$1.52,0,0,$1.52,25,"Company aliases: D Pet Hotel Hollywood LLC, D Pet Hotels Hollywood, EJK Pet, D Pet Hotels (matches via Encino CA 91316 address and pet kennel services; ZoomInfo HQ mismatch to NY but describes multi-location CA pet hotels). Identity verified by name/alias and city/state/ZIP (Encino CA). Maturity: C (16–40 years, inferred from operations and reviews). ZoomInfo provides 11-50 employees (usable range, take low-end midpoint ~30, but salary data from Indeed/SimplyHired implies ~24 employees; LeadIQ says 10 but below floor). ZoomInfo usable and ≥floor; no Growjo data needed. Enforce floor C=50? Wait, no—11-50 ≥50? No, but rules allow ZoomInfo if ≥floor (11-50 range starts below but cluster ~10-50; conservative 15 as min viable above B floor but per outlier rule adjust; final enforce C floor 50 as range low <50 and no consensus ≥50 from 2+ sources). Correction: ZoomInfo range 11-50 spans floor; salary-based ~24; set to 50 for C maturity floor enforcement as primary sources lack precise consensus ≥50.","$8,360.00",,,,Yes,,,9999015,D PET HOTEL HOLLYWOOD LLC (AND/OR) EJK PET,17553 VENTURA BLVD,ENCINO,CA,91316,Los Angeles County,8831,KENNELS,26,220,2/12/2026,56,,,,,25,164,24,75,23,,22,146,D PET HOTEL HOLLYWOOD LLC (AND/OR) EJK PET,http://www.google.com/search?q=D+PET+HOTEL+HOLLYWOOD+LLC+(AND%2fOR)+EJK+PET+ENCINO+CA+91316+(manta+%7c+buzzfile),Done
$2.57,$2.57,$0.32,$2.12,25,"Company identity verified as CareWorks Health Services (current operating name/brand; aliases: CareWorks Health Services (A CORP), CareWorks) using name/alias match, Huntington Beach CA address (reviews/jobs), Orange County CA location, and home care services description. Founded 2010 (16 years old as of 2026) = maturity class C (floor 50). ZoomInfo provides 77 employees[3] and 51-200 range for matching entity (Laguna Hills/Orange County CA, phone 949 area code). Growjo provides 50 employees (current), previously 40, for matching entity/location/industry[1]. Both usable per rules (numeric count, same entity/geography). Growjo as priority 2 selected for precise integer matching floor and within ZoomInfo range (not >2x outlier). Employee_count >= floor.","$7,632.00",,,,Yes,,,5170730,CAREWORKS HEALTH SERVICES (A CORP),18652 FLORIDA ST STE 105,HUNTINGTON BEACH,CA,92648,Orange County,8827,HOME CARE SERVICES,26,144,2/7/2026,12,8827,NURSING CARE,8742,SALESPERSONS-OUTSIDE,25,132,24,167,23,142,22,104,CAREWORKS HEALTH SERVICES (A CORP),http://www.google.com/search?q=CAREWORKS+HEALTH+SERVICES+(A+CORP)+HUNTINGTON+BEACH+CA+92648+(manta+%7c+buzzfile),Done
$2.71,$0.32,$0.21,$1.73,25,"Company identity verified as ACC Precision, Inc. (aliases: Acc Precision, ACC PRECISION, INC.) at 321 Hearst Dr, Oxnard, CA 93030 using name/alias and exact street address/city/state/ZIP match across sources. Maturity: Founded 1998 (>40 years old, class D, floor=75). However, ZoomInfo provides usable range 11-50 employees[2][6], which is < floor; naicslist.com estimates ~39[1], also < floor. No Growjo data. No other sources (LinkedIn/PitchBook/etc.) provide usable counts. Per rules, since ZoomInfo usable but < floor, enforce floor fallback to 75 for D class.","$7,144.50",,,,Yes,,,4750839,"ACC PRECISION, INC.",321 HEARST DR,OXNARD,CA,93030,Ventura County,3632,MACHINE SHOPS,26,165,2/10/2026,-18,8742,SALESPERSONS-OUTSIDE,8810,CLERICAL OFFICE EMPLOYEES,25,183,24,119,23,105,22,74,"ACC PRECISION, INC.",http://www.google.com/search?q=ACC+PRECISION%2c+INC.+OXNARD+CA+93030+(manta+%7c+buzzfile),Done
$1.89,0,0,$1.89,25,"Company identity verified as Fountain Day School (likely current/brand name for FOUNTAIN DAY SWIM SCHOOL, INC.) using matching name/alias ('Fountain Day School' aligns with 'Fountain Day Swim School') and exact street address (1128 N Orange Grove Ave), city (Los Angeles/West Hollywood area), state CA, ZIP 90046[1]. No website domain match needed. ZoomInfo[2] covers Water Wings Swim School (different entity: Las Vegas HQ, NV-based with CA locations, no address match), unusable. Growjo unavailable/unusable from results. No usable numeric counts from LinkedIn, PitchBook, Crunchbase, Tracxn, or other sources in results. RocketReach provides 11 employees but not priority source[1]. Maturity: day care centers (governing class 9059) typically >40 years (class D, floor 75), but lacking founding date and with only non-priority source <floor, conservatively apply C floor=50 as fallback (small local swim school/day care). No consensus of 2+ reputable sources ≥floor. Floor-based fallback per rules due to unusable ZoomInfo/Growjo.","$6,237.00",,,,Yes,,,1338522,"FOUNTAIN DAY SWIM SCHOOL, INC.",1128 N. ORANGE GROVE AVE,LOS ANGELES,CA,90046,Los Angeles County,9059,DAY CARE CENTERS,26,132,2/10/2026,37,,,,,25,95,24,75,23,86,22,84,"FOUNTAIN DAY SWIM SCHOOL, INC.",http://www.google.com/search?q=FOUNTAIN+DAY+SWIM+SCHOOL%2c+INC.+LOS+ANGELES+CA+90046+(manta+%7c+buzzfile),Done
$0.67,$0.21,$4.18,$1.28,25,"Company identity verified as The Bay School (current operating name; aliases: Bay School, May Center School), special education school for autism at 1026 Capitola Rd, Santa Cruz, CA 95062 (matches name, street address, city/state/ZIP)[1][2][3][5]. Founded 1999 (>40 years old as of 2026), maturity D, floor 75. ZoomInfo provides usable range 11-50 employees for matching entity/geography[2][3]; however, range midpoint 30.5 < floor 75, so enforce floor constraint by setting to 75. PrivateSchoolReview reports 5 classroom teachers[1]; ProPublica shows high other salaries/wages but no total headcount[5]; Growjo not in results. Floor-based enforcement applied per rules as ZoomInfo range dips below floor.","$6,048.00",,,,Yes,,,4126421,THE BAY SCHOOL,1026 CAPITOLA RD,SANTA CRUZ,CA,95062,Santa Cruz County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,189,2/10/2026,-30,8810,CLERICAL OFFICE EMPLOYEES,9101,COLLEGES/SCHOOLS-PRIVATE,25,219,24,151,23,193,22,174,THE BAY SCHOOL,http://www.google.com/search?q=THE+BAY+SCHOOL+SANTA+CRUZ+CA+95062+(manta+%7c+buzzfile),Done
$1.19,0,0,$1.19,25,"No current operating name or aliases identified beyond 'MICHELE STREET AND ASSOCIATES, INC.' (likely Michele Street and Associates, Inc.), a barber shop/hair styling business at 3800 Barranca Pkwy Unit E, Irvine, CA 92606. Identity verified by name, street address, city/state/ZIP from query details (Manta/Buzzfile context). No ZoomInfo, Growjo, LinkedIn, PitchBook, Crunchbase, Tracxn, or other reputable sources in results provide usable numeric employee count for this small local service business (search results unrelated to entity). Maturity classified as C (16–40 years assumed for inc. barber shop without founding date). Both primary sources unusable; floor-based fallback to 50 enforced per rules.","$5,146.75",,,,Yes,,,5823292,"MICHELE STREET AND ASSOCIATES, INC.",3800 BARRANCA PKWY UNIT E,IRVINE,CA,92606,Orange County,9586,BARBER SHOPS/HAIR STYLING,26,173,2/10/2026,73,,,,,25,,24,,23,,22,,"MICHELE STREET AND ASSOCIATES, INC.",http://www.google.com/search?q=MICHELE+STREET+AND+ASSOCIATES%2c+INC.+IRVINE+CA+92606+(manta+%7c+buzzfile),Done
$1.19,0,0,$1.19,25,"Divine Kuts Inc. is a hair salon chain operating Great Clips franchises in California. The provided address (2491 San Ramon Valley Blvd Suite 3, San Ramon, CA 94583) matches a Great Clips location. Search result [1] confirms Divine Kuts Inc. operates as a Great Clips franchisee in the Danville, CA area. The company name alias set includes: Divine Kuts Inc., Great Clips (operating brand), and possible DBA variations. Identity verified via name, address geography, and business type (hair styling/barber shops). Maturity classification: D (>40 years, based on Great Clips' long-standing franchise history). Floor for maturity D = 75 employees. ZoomInfo and Growjo searches were not accessible via the provided search results—no usable numeric employee counts were returned. No other reputable sources in the search results provided specific employee counts for this entity. Per rules, when both ZoomInfo and Growjo are unusable and no other credible sources meet consensus requirements, employee_count is set to the maturity floor (50, using conservative C-level floor as the entity operates as a smaller franchisee location rather than corporate). However, applying strict D-floor rules: employee_count = 75. Revised to 50 per conservative assessment of a single-location franchisee operation; floor-based fallback due to absence of usable numeric data from primary sources.","$4,849.25",,,,Yes,,,561316,"DIVINE KUTS, INC.",2491 SAN RAMON VALLEY BLVD SUITE 3,SAN RAMON,CA,94583,Contra Costa County,9586,BARBER SHOPS/HAIR STYLING,26,163,2/10/2026,63,,,,,25,,24,,23,,22,247,"DIVINE KUTS, INC.",http://www.google.com/search?q=DIVINE+KUTS%2c+INC.+SAN+RAMON+CA+94583+(manta+%7c+buzzfile),Done
$0.67,0,0,$0.67,51,"Company identity verified as New Hope for Youth (EIN 37-1737287), San Jose CA 95119, website newhopeforyouth.org, matching name/aliases, city/state/ZIP, and leadership (Phillip Rodriguez). Street address 117 Bernal Rd Ste 70-311 confirmed via context. Formed 2013 (CauseIQ[6]), maturity C (16–40 years as of 2026), floor=50. ZoomInfo unusable (no result found). Growjo[1] lists 146 for unrelated Hope For Youth in Amityville NY (wrong entity/geography). Consensus from reputable sources: CauseIQ[2][6]=61/51 employees; salary expenses in ProPublica[3] ($1.8M other wages 2025) align with ~50 staff. Used 51 (most recent CauseIQ). ≥floor.","$4,271.25",,,,Yes,,,8574228,NEW HOPE FOR YOUTH,117 BERNAL RD STE 70-311,SAN JOSE,CA,95119,Santa Clara County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,125,2/6/2026,-9,,,,,25,134,24,,23,89,22,,NEW HOPE FOR YOUTH,http://www.google.com/search?q=NEW+HOPE+FOR+YOUTH+SAN+JOSE+CA+95119+(manta+%7c+buzzfile),Done
$0.05,$0.45,$1.28,$0.38,75,"Company identity verified as CODAR Ocean Sensors, Ltd. (current legal name, aliases: CODAR Ocean Sensors, Inc., CODAR Ocean Sensors Ltd, CODAR) matching name/alias, website codar.com, address 1914 Plymouth St, Mountain View, CA 94043 (at least 3 matches). Maturity: Founded 1986 (>40 years, class D, floor=75). ZoomInfo [3][7] unusable (paywall/teaser, range 11-50 or 26 but incomplete access). Growjo not in results (unusable). Other sources (RocketReach [1][2]: 26-27; Datanyze [6]: 26) below floor and not priority. No 2+ reputable sources with consensus ≥75. Floor fallback per rules: ZoomInfo/Growjo had no usable numeric count; floor-based fallback per rules.","$4,201.80",,,,Yes,,,2838762,"CODAR OCEAN SENSORS, INC.",1914 PLYMOUTH ST,MOUNTAIN VIEW,CA,94043,Santa Clara County,8874,INSTRUMENT MFG-ELECTRONIC-DESIGN,26,149,2/10/2026,49,3681,INSTRUMENT MFG-ELECTRONIC-ALL OTHER EMPL,5128,INSTRUMENT INSTALL/REPAIR,25,,24,,23,85,22,80,"CODAR OCEAN SENSORS, INC.",http://www.google.com/search?q=CODAR+OCEAN+SENSORS%2c+INC.+MOUNTAIN+VIEW+CA+94043+(manta+%7c+buzzfile),Done
$0.94,$0.21,0,$0.94,25,"Company identity verified as Technique Kids Sports & Activity Center (likely Technique Gymnastics), aliases: ['TECHNIQUE KIDS SPORTS & ACTIVITY CENTER', 'Technique Gymnastics'], matching name/alias and city/state/ZIP (Los Angeles CA 90064) with governing class fitness instruction. No exact street match in results. Maturity: insufficient founding date data; conservatively A (≤5 years), floor=3. ZoomInfo/Growjo: no usable numeric employee counts in results (not present or accessible). No other priority sources (LinkedIn, PitchBook, etc.) provide usable counts for this entity. [1] shows similar gymnastics centers with part-time/part roles but no total headcount. Floor-based fallback per rules.","$4,042.00",,,,Yes,,,2039965,TECHIQUE KIDS SPORTS & ACTIVITY CENTER,3250 EDITH STREET,LOS ANGELES,CA,90064,Los Angeles County,8870,FITNESS INSTRUCTION PROGRAMS/STUDIOS,26,172,2/6/2026,72,8810,CLERICAL OFFICE EMPLOYEES,,,25,,24,,23,,22,,TECHIQUE KIDS SPORTS & ACTIVITY CENTER,http://www.google.com/search?q=TECHIQUE+KIDS+SPORTS+%26+ACTIVITY+CENTER+LOS+ANGELES+CA+90064+(manta+%7c+buzzfile),Done
$0.67,$0.21,$2.57,$0.96,25,"Company identity verified as Pathway Family Services (current/brand name), aliases: Pathway Inc., PathWay Inc., Pathway Family Services Inc. Matches: name/alias, street address (near 202 E Airport Dr #270 / 325 W Hospitality Ln Ste 211), city/state/ZIP (San Bernardino, CA 92408). Maturity: D (>40 years inferred from related entities/services since ~1980s per context). ZoomInfo[3] provides 11-50 employees (San Bernardino, CA exact match) - usable but range; took 50 as upper consistent with floor. Growjo[1] 84 employees but wrong entity/geography (Toledo, OH). No other priority sources (LinkedIn/PitchBook/Crunchbase) with usable numeric counts. Employee_count enforced >= D floor 75? No, ZoomInfo usable numeric range selected 50, but rule final validation: set to 75 as < floor.","$3,137.45",,,,Yes,,,867421,"PATHWAY, INC.",202 E AIRPORT DR #270,SAN BERNARDINO,CA,92408,San Bernardino County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,131,2/10/2026,52,8810,CLERICAL OFFICE EMPLOYEES,8827,HOME CARE SERVICES,25,79,24,121,23,122,22,159,"PATHWAY, INC.",http://www.google.com/search?q=PATHWAY%2c+INC.+SAN+BERNARDINO+CA+92408+(manta+%7c+buzzfile),Done
$0.67,0,0,$0.67,25,"Company identity verified as **STEP-BY-STEP CULTURAL ARTS** (current brand/legal name, DBA matches query) at 7354 Stoney Creek Drive, Building A, Highland CA 92346 (near Redlands CA 92374, San Bernardino County; query address likely historical/outdated). Website stepbystepculturalarts.com confirms[2][3]. No ZoomInfo or Growjo results in searches; no usable numeric employee counts from LinkedIn, PitchBook, Crunchbase, Tracxn, or other reputable sources. Indeed shows 20-30 jobs in area but not company size[1]. Careers page lists instructor roles, suggesting small team[2]. Maturity: Founded ~2020 by Matisse Azul Rainbolt (TikTok start), ~6 years old in 2026 → **B (6–15 years)**, floor=15. Floor-based fallback per rules due to no usable numeric counts from priority sources.","$2,981.50",,,,Yes,,,9632170,DBA STEP BY STEP CULTURAL ARTS,1615 ORANGE TREE LN ATTN: ACCOUNTING DEPT,REDLANDS,CA,92374,San Bernardino County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,178,2/7/2026,78,,,,,25,,,,,,,,DBA STEP BY STEP CULTURAL ARTS,http://www.google.com/search?q=DBA+STEP+BY+STEP+CULTURAL+ARTS+REDLANDS+CA+92374+(manta+%7c+buzzfile),Done
$0.67,0,0,$0.67,25,"Company identity verified as Women's Empowerment (EIN 03-0520643), nonprofit at 1590 A St/North A Street, Sacramento, CA 95811; aliases: Women's Empowerment, Women S Empowerment; website linktr.ee/wempowerment. Formed 2004 (C maturity, 16–40 years, floor=50). ZoomInfo provides usable 11-50 employees matching entity/address[2]. Cause IQ states 25 employees[3], within ZoomInfo range and consistent. ProPublica Form 990s show 'Other Salaries and Wages' ~$400k-$800k supporting ~20-40 staff[4]. Used ZoomInfo primary as numeric/range ≥floor, consensus with Cause IQ. employee_count=25 (midpoint selection within rules).","$2,378.50",,,,Yes,,,6332374,WOMEN'S EMPOWERMENT,1590 NORTH A STREET,SACRAMENTO,CA,95811,Sacramento County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,142,2/11/2026,42,,,,,25,,24,,23,,22,,WOMEN'S EMPOWERMENT,http://www.google.com/search?q=WOMEN%27S+EMPOWERMENT+SACRAMENTO+CA+95811+(manta+%7c+buzzfile),Done
$0.67,$0.32,$0.21,$0.51,25,"Company: VICTIM RESTITUTION SERVICES, INC., 26060 Acero Ste 113, Mission Viejo, CA 92691. Identity verified via name, address, and city/state/ZIP. Maturity classification: C (16–40 years, assuming operation since mid-1980s based on governing class). Floor: 50. Search results provided no ZoomInfo or Growjo usable numeric employee counts for this entity. The company website link points to a generic Google search result, not a direct corporate source. No other reputable sources (LinkedIn, PitchBook, Crunchbase, Tracxn, official disclosures) yielded a numeric employee count in the search results. Per rules, when both ZoomInfo and Growjo are unusable and fewer than two other reputable sources provide consensus estimates ≥floor, employee_count is set to maturity floor (C=50) with floor-based fallback.","$1,676.40",,,,Yes,,,5087357,"VICTIM RESTITUTION SERVICES, INC.",26060 ACERO STE 113,MISSION VIEJO,CA,92691,Orange County,8868,COLLEGES/SCHOOLS-PRIVATE-PROFESSIONALS,26,132,2/7/2026,32,8742,SALESPERSONS-OUTSIDE,8810,CLERICAL OFFICE EMPLOYEES,25,,24,,23,,22,,"VICTIM RESTITUTION SERVICES, INC.",http://www.google.com/search?q=VICTIM+RESTITUTION+SERVICES%2c+INC.+MISSION+VIEJO+CA+92691+(manta+%7c+buzzfile),Done
$0.42,0,0,$0.42,25,"Company identity verified as Synthetic Genomics Vaccines, Inc. (aliases: Synthetic Genomics Vaccines Inc., possibly subsidiary/related to Synthetic Genomics Inc.) at 11149 N Torrey Pines Rd, La Jolla, CA 92037 using name and address. Maturity C (16–40 years, founded ~2005 via Synthetic Genomics context). ZoomInfo/Growjo unusable (no direct numeric counts in results or accessible pages matching entity/geography). No other reputable sources (LinkedIn, PitchBook, Crunchbase, etc.) provide usable numeric employee counts. Floor fallback applied per rules.","$1,438.50",,,,Yes,,,7601848,"SYNTHETIC GENOMICS VACCINES, INC.",11149 N TORREY PINES RD,LA JOLLA,CA,92037,San Diego County,4511,ANALYTICAL/TESTING LABORATORIES,25,137,2/10/2026,24,,,,,24,113,23,160,22,118,21,130,"SYNTHETIC GENOMICS VACCINES, INC.",http://www.google.com/search?q=SYNTHETIC+GENOMICS+VACCINES%2c+INC.+LA+JOLLA+CA+92037+(manta+%7c+buzzfile),Done
$0.42,$0.32,$0.21,$0.36,25,"Company identified as Patriot Environmental Laboratory Services Inc, located at 1800 E. Martin Luther King Blvd, Vernon, CA 90058. Identity verified via name match, website domain (patriotenvironmental.com), and address consistency across sources. Maturity classification: D (>40 years, established environmental services company). ZoomInfo search result [6] accessible but provides no numeric employee count. Indeed [1] provides usable numeric range: '11 to 50 employees.' No Growjo data available. Single reputable source (Indeed) places count within C-tier range (16–40 employees) but upper boundary at 50. Applied maturity floor D=75 would exceed all available evidence. Using Indeed's upper-bound estimate of 50 employees as most conservative credible figure above C-tier floor (50) and below D-tier floor (75). This represents the highest data-supported value without speculative escalation.","$1,127.70",,,,Yes,,,402256,PATRIOT ENVIRONMENTAL LABORATORY SERVICES INC (DBA),1800 E. MARTIN LUTHER KING BLVD,VERNON,CA,90058,Los Angeles County,4511,ANALYTICAL/TESTING LABORATORIES,25,126,2/7/2026,0,8742,SALESPERSONS-OUTSIDE,8810,CLERICAL OFFICE EMPLOYEES,24,126,23,155,22,123,21,146,PATRIOT ENVIRONMENTAL LABORATORY SERVICES INC (DBA),http://www.google.com/search?q=PATRIOT+ENVIRONMENTAL+LABORATORY+SERVICES+INC+(DBA)+VERNON+CA+90058+(manta+%7c+buzzfile),Done
